Cu,Ag,Al,B,Ce,Co,Cr,Er,Fe,Hf,Mg,Mn,Nb,Ni,Sc,Si,Sn,Ti,Y,Zn,Zr,year,source_reliability,homogenization temperature (℃),homogenization time (h),solution temperature (℃),solution time (h),CR1,Temp1 (℃),time1 (h),CR2,Temp2 (℃),time2 (h),CR3,Temp3 (℃),time3 (h),alloy classification,process classification,hot rolling or forging,y_name,y_data,hot_rolling_temp,hot_rolling_reduction
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,0.5,400.0,0.406833333,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,63.48,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,0.5,400.0,0.656833333,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,72.2,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,0.5,400.0,0.911833333,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,72.48,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,0.5,400.0,1.406833333,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,77.45,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,0.5,400.0,1.906833333,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,73.83,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,0.5,400.0,3.916666667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,80.5,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,0.5,400.0,5.9215,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,80.21,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,0.5,400.0,7.916666667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,78.79,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,,,,450.0,0.0,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,53.0,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,,,,450.0,0.073,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,62.24,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,,,,450.0,0.240666667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,67.15,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,,,,450.0,0.4815,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,75.89,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,,,,450.0,0.716833333,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,82.31,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,,,,450.0,0.986333333,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,84.34,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,,,,450.0,1.4815,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,89.72,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,,,,450.0,1.986333333,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,86.81,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,,,,450.0,5.996166667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,90.99,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,,,,450.0,7.996166667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,90.14,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,,,,500.0,0.0,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,57.94,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,,,,500.0,0.084666667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,74.41,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,,,,500.0,0.207666667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,86.22,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,,,,500.0,0.4935,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,87.77,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,,,,500.0,0.758166667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,89.42,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,,,,500.0,0.9935,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,93.59,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,,,,500.0,1.503333333,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,95.04,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,,,,500.0,2.008166667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,93.9,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,,,,500.0,4.008166667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,93.05,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,,,,500.0,6.018,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,92.34,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,,,,500.0,8.022833333,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,92.62,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,,,,400.0,0.103,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,57.43,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,,,,400.0,0.397,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,61.69,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,,,,400.0,0.642166667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,65.05,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,,,,400.0,0.897,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,68.49,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,,,,400.0,1.387333333,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,73.97,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,,,,400.0,1.897,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,77.94,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,,,,400.0,3.897,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,84.96,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,,,,400.0,5.906833333,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,88.09,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,,,,400.0,7.833333333,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,88.58,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,450.0,0.1275,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,45.12,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,450.0,0.372166667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,64.03,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,450.0,0.6275,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,74.6,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,450.0,0.887333333,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,76.66,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,450.0,1.387333333,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,77.59,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,450.0,1.892166667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,78.94,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,450.0,3.892166667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,82.7,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,450.0,5.902,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,80.28,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,450.0,7.902,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,79.43,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,500.0,0.406833333,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,73.0,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,500.0,0.642166667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,80.49,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,500.0,0.892166667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,84.21,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,500.0,1.392166667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,86.74,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,500.0,1.887333333,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,86.67,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,500.0,3.887333333,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,87.23,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,500.0,5.897,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,87.52,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,500.0,7.887333333,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,89.5,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,400.0,0.156833333,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,40.56,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,400.0,0.387333333,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,42.44,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,400.0,0.642166667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,44.02,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,400.0,0.887333333,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,48.89,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,400.0,1.387333333,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,56.6,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,400.0,1.887333333,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,60.99,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,400.0,3.897,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,70.43,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,400.0,5.902,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,72.7,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,,400.0,7.902,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,74.33,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,0.5,450.0,0.0,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,87.94,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,0.5,450.0,0.374833333,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,91.41,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,0.5,450.0,0.4725,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,39.15,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,0.5,450.0,0.575833333,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,58.61,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,0.5,450.0,0.7255,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,91.67,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,0.5,450.0,0.7255,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,72.48,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,0.5,450.0,0.955,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,80.55,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,0.5,450.0,1.220666667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,80.74,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,0.5,450.0,1.4755,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,79.53,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,0.5,450.0,1.9755,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,82.7,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,0.5,450.0,2.4755,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,82.55,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,0.5,450.0,4.480333333,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,83.55,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,0.5,450.0,6.485333333,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,83.05,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,0.5,450.0,8.495166667,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,85.46,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,0.5,500.0,0.0,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,44.52,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,0.5,500.0,0.052333333,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,67.19,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,0.5,500.0,0.2005,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,80.7,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,0.5,500.0,0.485333333,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,84.3,900.0,0.5
99.45,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.1,2020.0,0.8800060190072045,,,960.0,4.0,0.5,500.0,0.75,,,,,,,Cu-Cr-Zr,one-step aging,900℃@50%,conductivity,84.8,900.0,0.5
